Time_ms id positions_x positions_z rotation_y is_signaling score
138720 0 11 8 75 0 0
138720 1 72 -47 357 0 -3
138720 2 103 36 209 1 -1
138819 0 11 8 75 0 0
138819 1 72 -46 357 0 -3
138819 2 103 36 209 0 -1
138919 0 12 8 75 0 0
138919 1 72 -46 1 0 -3
138919 2 103 36 209 0 -1
139020 0 12 8 75 0 0
139020 1 72 -45 10 0 -3
139020 2 103 36 209 0 -1
139119 0 12 8 75 0 0
139119 1 72 -44 23 0 -3
139119 2 103 36 209 0 -1
139220 0 13 8 75 0 0
139220 1 72 -44 36 0 -3
139220 2 103 36 209 0 -1
139319 0 13 8 75 0 0
139319 1 73 -43 34 0 -3
139319 2 103 36 209 0 -1
139419 0 13 8 75 0 0
139419 1 73 -42 28 0 -3
139419 2 103 36 209 0 -1
139520 0 14 9 75 0 0
139520 1 74 -42 24 0 -3
139520 2 103 35 209 0 -1
139619 0 14 9 75 0 0
139619 1 74 -41 24 0 -3
139619 2 102 35 209 0 -1
139720 0 14 9 75 0 0
139720 1 74 -40 24 0 -3
139720 2 102 34 209 0 -1
139819 0 15 9 75 0 0
139819 1 74 -40 24 0 -3
139819 2 101 34 209 0 -1
139919 0 15 9 75 0 0
139919 1 75 -39 24 0 -3
139919 2 101 33 209 0 -1
140020 0 15 9 75 0 0
140020 1 75 -39 24 0 -3
140020 2 101 32 209 0 -1
140119 0 16 9 75 0 0
140119 1 75 -38 24 0 -3
140119 2 100 32 209 0 -1
140220 0 16 9 75 0 0
140220 1 76 -37 20 0 -3
140220 2 100 31 209 0 -1
140319 0 16 9 75 0 0
140319 1 76 -37 12 0 -3
140319 2 100 31 209 0 -1
140419 0 17 9 75 0 0
140419 1 76 -36 9 0 -3
140419 2 99 30 209 0 -1
140520 0 17 9 75 0 0
140520 1 76 -35 9 0 -3
140520 2 99 29 209 0 -1
140619 0 17 9 75 0 0
140619 1 76 -35 9 0 -3
140619 2 99 29 209 0 -1
140720 0 18 10 75 0 0
140720 1 76 -34 9 0 -3
140720 2 98 28 209 0 -1
140819 0 18 10 75 0 0
140819 1 76 -33 9 0 -3
140819 2 98 28 209 0 -1
140919 0 18 10 75 0 0
140919 1 76 -32 9 0 -3
140919 2 98 27 209 1 -1
141020 0 19 10 75 0 0
141020 1 77 -32 9 0 -3
141020 2 97 26 209 1 -1
141119 0 19 10 75 0 0
141119 1 77 -31 9 0 -3
141119 2 97 26 209 1 -1
141220 0 19 10 75 0 0
141220 1 77 -30 9 0 -3
141220 2 97 25 209 0 -2
141319 0 20 10 75 0 0
141319 1 77 -30 9 0 -3
141319 2 96 24 209 0 -2
141419 0 20 10 75 0 0
141419 1 77 -29 9 0 -3
141419 2 96 24 209 0 -2
141520 0 20 10 75 0 0
141520 1 77 -28 9 0 -3
141520 2 96 23 209 0 -2
141619 0 21 10 75 0 0
141619 1 77 -28 9 0 -3
141619 2 95 23 209 1 -2
141720 0 21 10 75 0 0
141720 1 77 -27 9 0 -3
141720 2 95 22 209 1 -2
141819 0 21 11 75 0 0
141819 1 77 -26 9 0 -3
141819 2 95 22 209 1 -2
141919 0 22 11 75 0 0
141919 1 78 -26 9 0 -3
141919 2 95 22 209 1 -2
142020 0 22 11 75 0 0
142020 1 78 -25 9 0 -3
142020 2 95 22 209 1 -2
142119 0 22 11 75 0 0
142119 1 78 -24 9 0 -3
142119 2 95 22 209 0 -2
142220 0 23 11 75 0 0
142220 1 78 -24 9 0 -3
142220 2 95 22 209 0 -2
142319 0 23 11 75 0 0
142319 1 78 -23 9 0 -3
142319 2 95 22 209 0 -2
142419 0 23 11 75 0 0
142419 1 78 -22 9 0 -3
142419 2 95 21 209 0 -2
142520 0 24 11 75 0 0
142520 1 78 -21 9 0 -3
142520 2 94 21 209 0 -2
